game,score,comment,type
stardew-valley,7,"A very fun game that expands on Harvest Moon's classic concept. Gets a bit slow and repetitive at times, and the combat can be messy and unresponsive. Still, recommended. Devs keep adding more and more content.",user-reviews
stardew-valley,9,"If you ever feel like managing a farm, there simply is no better game on the market. But then you get more. You get characters to interact with, relationships to build, many other tasks besides farming that you can, like fishing, mining, fighting **** then the **** soundtrack will make you lose your mind. It's simply too good. Too addictive. You know you want to play it. And more. Just a little more.",user-reviews
stardew-valley,10,"I have been wanting this game for ages! A Harvest Moon on PC, with loads of content! Bonus, it takes really awesome aspects from different harvest moon style games and incorporates them into a single awesome game! I can dungeon crawl, I can woo townsfolk, I can grow crops, take care of animals, and much more! I'm so used to these being Japanese games, but this game definitely feels more western, it is hard to pin down exactly why. It is kind of refreshing! The game looks fantastic, sounds fantastic! The controls aren't perfect for a controller, but they work. Also **** friendly! I, as a lady, can woo the ladies! So good!",user-reviews
stardew-valley,10,"Don't brush it off as a Harvest Moon clone, this is way more that that! The game has charming and delightful personality of its own, guaranteed hours of fun!",user-reviews
stardew-valley,10,Super fun and addicting but not for everyone. Almost spent over a hundred hours with this thing and I still want to keep playing. So yeah I really like it!,user-reviews
stardew-valley,3,"I think a lot of people must hold some kind of nostalgic view with this game. I couldn't play it more than 30 minutes. If you are into Harvest Moon (I was not) you will probably like this game. For me, the gameplay is boring, the story is not engaging, and the crafting system is clunky and confusing. It is incredibly frustrating trying to get into a game only to need to use a wiki article to figure something out like 5 minutes in. I wouldn't spend more than a couple of bucks on this game, and even then it wouldn't be worth it for me.",user-reviews
stardew-valley,9,"I absolutely love this game. I became interested in the game when I heard about it on all of the usual video game websites. I've never played a game like this before, but my girlfriend loved Harvest Moon back in the day and we are both are in love with this game. It is one of the first games we've ever played where we can both play. Are growing farm has 1 of each animal, all given nicknames very personal. A goat that has a combination of my in-laws names for his own. A pig named Porkins in honor of the Star Wars character, because why not!?!? Being able to give personal names to these animals, your child, your farm, etc. Make the property and assets you own in the game feel like your own, you're more invested. The gameplay loop is satisfyingly addictive, and there's a lot of flexibility in how you can play the game. My first play through was mostly focused on a moderate amount of farming, lots and lots of foraging, mining, and fishing to make a little extra income so I could gradually level up my tools. My second play through was noticeably different. Focusing heavily on crops and saving up to buy next season's crops in bulk, I was usually so tired after watering all of the crops, I usually didn't have enough energy to fish, mine, or cut down trees. My time was then spent putting more focus into befriending people (because it doesn't use energy, the game's version of stamina.) and I have the excess crops to afford that kind of generosity. It pays off though. The recipes and perks of being good friends with your neighbors allows you to learn new recipes for food that can restore that crucial energy meter, or they can send you the odd gift like useful supplies for the farm. Those are two different play-throughs with two very different consequences. Want to do nothing while your farm makes it's own money? Craft 3 dozen bee boxes and let them generate $100 (or even more if you place them near flowers) per bee box every 4 hours. Want to be the country's largest producer of pumpkins? Use every square inch of your farm to plant 2600 pumpkins... Have fun watering them every day. Or you can become a spelunker and dig down into the mines and try and collect as many minerals and resources as you can get. There are many ways to make money in this game. That freedom is yours to decide. Controls are a mixed bag with a gamepad, I've had a few head slapping moments where seeds, walls, floors, fertilizer were placed somewhere they shouldn't have been. Does it affect the gameplay much? No, it doesn't. But when it does happen, 1 or twice every few hours of gameplay, it reminds me that a keyboard and mouse is the best way to play this game. But if you're a gamepad gamer like myself, don't be dissuaded to ignore this game. The game mostly functions well, I have come across a few glitches in the game, but most of those have been resolved by a dedicated 1-man developer who's interacted with the booming fanbase **** that he passionately made on his own within 4. He's constantly releasing patches, there have even been occasions where he has personally helped repair save files of people who have lost progress on their game. This is a very personal game that should not be overlooked. Play the game the way you want, get **** into the gameplay loop of ""One more day"" while your eyes are red and you're staring at the computer screen at midnight when you have work tomorrow.",user-reviews
stardew-valley,8,"Magnifico juego que recuerda que para ser un gran juego no hay que ser un AAA ni mucho menos desbordar de gráficos, la de horas que me he echado jugando ésto sin darme cuenta, me hace recordar a cuando los juegos eran juegos y no pretendían nada mas, siempre enfocándose en la cantidad de diversión que te podían aportar, un JUEGAZO ESPECTACULAR, nada mas ni nada menos.",user-reviews
stardew-valley,10,"I was pleasantly surprised by this game, having never played something even remotely similar I was a little skeptical when I bought it, but I am so glad I did. The graphics are lovely and charming and really sets the tone for the game, and the game play while relatively simple has yet to become boring and lack luster. But what really made me love this game was how quickly I came attached to the characters, the town, etc. Starting off as the new guy in town and slowly integrating yourself into the community has been something that I have found so rewarding. If you are even remotely interested in this game, please give it a try, an easy 10 and one of the most engaging and addictive games I have every played.",user-reviews
stardew-valley,10,"I love this game for how calming it is to play. I find myself sinking hours and hours sitting at the computer nose deep into this game. I love that I cracked open a notepad and have it open on my other screen with the calendar events written on it and a few other notes for quick reference. So far every time I think I may have hit a dry spot for grinding something else gets thrown in the mix. You don't have to do anything, if you don't want to farm that's ok, and it seems like a lot of people skip out on fishing, but I do think I'm going to be trying my best to 100% this. It's so calming after a day of errands or work and is just a very nice way to unwind.",user-reviews
stardew-valley,10,"Me encanta saber que en la industria de los videojuegos sigue existiendo gente con una gran capacidad de innovar y mezclar sagas conocidas. Y, me encanta decir que unos buenos gráficos no lo son todo, es mas; diría que es mejor unos píxeles de vez en cuando. Eso es **** Valley Un simple juego. Estás cansado de los típicos juegos con una acción demasiado rápida? Necesitas relajarte? Este es tu juego. Una banda sonora de 10, un jugabilidad simplemente excelente y con detalles que hacen a este juego una simple obra maestra. Además, la simple grandeza recae en la complejidad de todo, haciendolo increíblemente rejugable. Si quieres una experiencia distinta, mucho más tranquila y viciarte unas horas, este es uno de los juegos que mejor cumple esos requisitos. Cabe mencionar que el juego no necesita un superordenador para cargar esos gráficos, con un simple portátil es suficiente. Y no sabes que hacer? No te preocupes, existe la wiki, con unas grandes explicaciones Por esto, y por otros muchos motivos (que no quiero spoilear), **** Valley se merece mi 10",user-reviews
stardew-valley,8,"An incredible indie game uses a very innovative mechanical , this game is a vice i once you start not be able to stop playing , could have more cinematics but how entertaining it is not needed , buy it , also has a very small price",user-reviews
stardew-valley,5,"8 for effort, decent though unoriginal gameplay, the art style, and mostly nice general aesthetics and feel -6 for disgusting cuck content that substantially damages the aforementioned aesthetics and feel +3 for moddability",user-reviews
stardew-valley,9,"**** Valley was presented to me as ""a farming game"". What an understatement that does not do it justice. It offers roleplaying elements, exploration, progression, crafting and building - all in a good 16 bit look. At first the game seems to ask the player for basic chores - and the days seem to be too long for the few things to do - but very soon there is such a huge list of things you want to do that the days seem way too short ... and the actual farming seems to take away too much from what might be considered ""spare time activities or hobbies"". Balance of time management, rewards and progression seem fine to me. There is a lot of freedom to act and choose. Do you want to perfect profit? Do you want to socialize with the townsfolk? Do you by chance become a dungeon crawling adventurer? - or a lot of other things. **** Valley is one of those games that i believed to be rubbish when i heard of it first.... a pixel farming game (yea - like that is fun... ) - but it turned out to be not only fun, but utterly amazing. Now - at that point i cannot make a judgement about its long term/end game state. I reckon that - once the player has established a near perfect income basis and befriended most of the town or found out most locations backstory and lore - there won t be too much to do anymore. But up to that point - there is plenty of fun to be had ... especially for the price.",user-reviews
stardew-valley,8,"I didn't expect I would enjoy this game so much as I was skeptical. Right away the general ambiance and feel of the game grabbed me, the layout of the area, in game sounds and music, character progression and the way time and seasons are handled are all done well. There are no linear game play limits you find in so many other games, you are free at the outset to explore, farm, fish, gather, attend events or not. I've seen some gripes about midi sound or dated graphics, Sundew Valley a good example of visuals and sound do not a great game make, if you like farming type games this is a must have.",user-reviews
stardew-valley,10,"Amazing game, I got addicted to it! 10/10 Buy it already if you havent! Plant your own stuff! Fish ! Fight the creatures that lurk around in the mine! And theres more.",user-reviews
stardew-valley,10,"This is a great game made by a developer that has mashed all of our favorite games into one. It is like so many games, but like no other. Games like Harvest Moon never held my attention too long, but this has so many things to do that it keeps me hooked for hours. I can't suggest this any higher to anyone that liked Harvest Moon, Animal Crossing, or just any relaxing game to play.",user-reviews
stardew-valley,0,"I'm shocked. - Graphics are pre-historic and the 2D sprites are ""ok"" at best. - Sounds and music are very basic and have MIDI quality. - Characters are bland and lack personality. - The gameplay mechanics are boring and repetitive. The combat mechanics is ridiculously uncreative. I felt insulted. The gameplay in general, lack any depth. Everything is a chore, and due poor time management mechanics, it's impossible to not be stressed by this game, And if you want to gift those bland NPCs, be prepared for more stressful time trying to catch them. And about the story, well, I'm afraid I can't really complete a review because after the first year I stopped playing and deleted this game. Only the thought of going trough all this again was too much for me. I can't think of anything but give this game a solid 0.",user-reviews
stardew-valley,10,"I never played Harvest Moon so I do not have much basis for comparison. Yet, what I can say is that this game seems masterfully made and is addicting as all hell. It took me a couple of in-game days to get into it and understand it, but everything was simple and self-explanatory enough that I was able to jump right in. It was really an inspiration to learn that it was just one guy that made this game and what a job he did. The art is great, the music is great and all of the characters have such specific backstories and behaviors that you'd think a whole team made it. I noticed a couple of glitches, but nothing game breaking. My biggest issue with the game though is in the lack of settings and options. I would like to be able to play at work, but I cannot make the screen small enough to do so. Additionally, volume control is limited to music on or off. I also would like to be able to save other than at the end of a day, but I can see where that's ultimately problematic from a design perspective. ConcernedApe, you da real MVP.",user-reviews
stardew-valley,9,My Girlfriend loves it. I haven't played it but i guess 98% positive Reviews on Steam speaks for itself. Would give it a 10 but it has no other Languages than English atm. These kind of Games need more Translations.,user-reviews
stardew-valley,10,"For real, this is the very best ""Harvest Moon Style"" game I've ever played. The balancing act of planning the size of a farm you can reasonably water each day while trying to build up the resources to get better sprinklers is amazingly fun. The characters are absolutely charming and realistically written. The entire game is an exercise in chipping away at the jade and ice that forms around your heart as you age. I cannot believe this game was made by one person.",user-reviews
stardew-valley,10,"What a fantastic game. A true Harvest Moon (Story of Season) experience has finally come to the PC. The artwork is fantastic and music is great. I love how it is not about item hoading to make stuff, though there is crafting, it is not to the point of where the harvest Moon (Story of Seasons) games have gone and stuff feels fresh again. it is an overall joy with tons to do, lots of crops and animals to raise, and an adventure.",user-reviews
stardew-valley,10,"Perfect game, only wish the controller support was actually designed properly, often you find yourself swinging at the air and watering the wrong crops, but hey, once your farm is automated it doesn't hold you back from everything else. Spent the entire first year being an antisocial farming god and now completing the Community Center. Looking forward to some DLC ! Fingers crossed!",user-reviews
stardew-valley,9,"Last year I played Story of Seasons (Harvest Moon without the title) for 8 hours and felt like I was no longer able to derive enjoyment out of these games. BUT BAM! **** Valley came out and though trepidatious I was I took the plunge and boy do I have no regrets. It's difficult to point out just what **** Valley does that is so much better but I would gander that it has something to do with the interminable list of upgrades, collections, and quests that keep you playing. I am nearly 30 hours in and I want to get married, get the bus to start working so I can mine in the desert, get a bigger barn, get a bigger coop, upgrade my house so I can have a child, donate my rare finds to the museum so they give me sweet gifts, collect all the rare scarecrows **** much other stuff. Why do I want to do this? Idk. I don't want to to do any of this stuff in real life. It's bizarre but I love this game.",user-reviews
stardew-valley,9,"This game is super-addicting. It's a Harvest Moon rip-off with some mechanics from Terraria, and support for user mods... Awesome idea, if you ask me. The game is fun as hell... However, imo it lacks endgame content and advance farming mechanics. Guess they couldnt balance well the easy-to-newcomers/depth of mechanics ratio... Hope the mods, or the sequel (please!!) will fix that. Definitely give it a try!!",user-reviews
stardew-valley,9,"I am addicted to this game! It makes me say ""just one more day"" like Harvest Moon never did. Frankly, it's Harvest Moon as it should be. I won't write a giant review, simply because I agree 100% with IGN's. I'd suggest going there and reading it. It's a game with a lot of diversity, from growing crops and raising livestock, to fishing, to exploring the mines, to developing relationships with the townsfolk, to customization of your farm, to completing quests, etc. It mixes Harvest Moon and Minecraft, and it's a marriage made in heaven! Usually I do appreciate good graphics. But for this type of game you don't need it and I don't even notice now. There is one negative I can see in the game: the social aspect. It lacks depth. I think VG developers have improved in this area a lot in the last decade, so I may be spoiled in that regard. I just felt it was lacking in **** Valley. Villagers don't have a whole lot to say, and unique events are limited. I would have loved to see this part fleshed out a lot more. Regardless, it's an amazing game. And for the price, you can't go wrong!",user-reviews
stardew-valley,10,"metacritic says **** has 24 negative and it only has 2 comment from 2000's born kids (sadly, they lost the golden era of gaming). This game should be 9.9 but what can we do with ignorance Winterspark: so sad to be you I do't even have words for him. Kummaz ¿only nostalgia? Not really there are manypixel games on steam and none has been this succesful.",user-reviews
stardew-valley,9,"**** Valley- It's like they just went through every issue with the Harvest Moon games and fixed them. Absolutely fabulous! Honestly, the only things keeping this from a perfect ten is the tedious daily grind and lack of real personality in the other characters. While I suppose the grind is something to be expected in a farming game, the lack of real character development kinda hits hard. I really had no desire to befriend the villagers, though getting mail from them was kinda nice. In the end though, the game is still fabulous and I can't stop playing! Definitely a recommended play.",user-reviews
stardew-valley,10,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,10,"Picked this up after seeing several friends playing it, and the only 'complaint' I could come up with would be ""Now I want to buy a farm in a bad way."" Game is seriously just a ton of fun... well worth what it's selling for.",user-reviews
stardew-valley,9,"Alright if you're like me and you read the negative parts first, go further down, but if you want to hear what I love about this game first then read on. First of all I really love Harvest Moon type games ever since I played Animal Crossing on the Gamecube, when I saw **** Valley on Steam, I initially thought it would be a small Indie game that'd keep me interested for maybe 20 minutes or so. 35 hours later I finally realized that this game is not perfect, it's not even the game of the year, but what it is, is good. As of right now I'm in the winter of the first year. It's fun, it's simple, it's cute, it's casual, it's nostalgic. Things I like about this game: 1. It's basically Harvest Moon 2. It's easy to get into and doesn't have much of a learning curve. 3. There's always something to do. 4. There's story to it which I'll explain soon (No spoilers!) 5. It teaches you to hate big industries that step on small businesses. Things I don't like about this game: 1. I have half an hour, I'll play **** for a bit (Two hours later)> Winter is Coming, I'd better stockpile this hay. 2. One.. more.. day.. 3. It takes X days for Y vegetable and you want it tomorrow? 4. My Dog is useless. 5. I spent the entire day looking for you.. and you don't like my gift? 6. To hell with fishing (The Next Day)> I'll give it a go again. 7. What do you mean the shops close at 4PM? 8. Slimes. The Story: Okay the general story is, you're a city-slicker, your Grandpappy said to you ""Kid, one day you're going to get sick of City life and when you do you're going to open this envelope I give you that you take with you to work"" So that happens and you get the deed to your Grandpa's farm, you spend the next year (And more years) fixing up the place, starting your own farm whilst participating in festivals the town holds and helping the villagers. The gameplay: The gameplay is casual, it's simple, it's fun. Controller compatible, there's complex parts of it and it can take some planning, like you'll wake up and watch the weather channel, find out it's raining the next day and you'll maybe take the time that rain saved you from watering your crops and maybe use it going in the mines or fishing or even giving gifts to villagers that you can't bloody find where they're hiding at so you spend the entire day looking for Abigail because she's not helping her Father at the shop. Fishing is difficult, not negatively, it's a challenge and I enjoy it, but I dread everytime I get an errand that says ""Catch X fish and deliver to Y Person"". It's repetitive in the sense you'll live like a farmer, you get up every day water the crops (except in winter) and when you have them you'll nurture animals (So far I only have chickens) the average day (except in winter) has me doing this until about 10 AM and then I'll either: Forage for wild plants, tend to my land (Chop trees, break rocks, cut weeds), go fishing, go mining or on very rare days I'll just go to sleep and do it all again. The one thing this game has that drives me mental is a poor sense of direction sometimes. Like I'll be trying to till a spot of earth, but because I'm partially stood on it, it'll do the next one over (I have the slow placement grid option on which helps) and the amount of times I've accidentally killed a crop or broke a fence because of this is too damn high. It's a small complaint but if it were removed the game would be perfect to me. My final verdict: If you have a lot of time to burn, whether it's twenty minutes before bed or six hours before you go out clubbing, just remember to set an alarm and inform the people you love to come looking for you, or you may wake up infront of the Pearly Gates trying to think of what to tell the Gatekeeper when he asks what you're doing there because you starved yourself playing for too long. Seriously, the game is 11 Sterlings (£) it's so cheap and if you like -anything- I mentioned above it's worth it, honestly the cons of this game are insignificant and the pros are plentiful. Oh and it's moddable, yeah. Happy Farming!",user-reviews
stardew-valley,10,Surprisingly good game! I was not sure i would like it when i first saw it because it looked like another farming game. It has surprising depth and there are many ways to make money. The game does a great job of giving you nudges on what to do but leaves the strategies up to you. Loved it!,user-reviews
stardew-valley,10,"Charming and addictive in the purest possible way. The no scope MLG kiddies might not care much for the graphics and assume the game **** because of that, but that just means they are missing out. This game is the best $15 you could possibly spend since Rocket League's debut.",user-reviews
stardew-valley,8,"Its not a game, it is WORK WORK WORK! But... its somehow addictive, goddamnit! Unlike my irl work, unsurprisingly enough. This game is evil! But so nice! But evil!",user-reviews
stardew-valley,10,"This is my favourite game in the last 10 years. So far the Dev released 6 patches (in 3 weeks) and the game itself is marvellous and reminiscent of old times when games were created to be fun, not to make the most amount of money. A very nostalgic experience with all the touches of life-improvement modern features. Amazing.",user-reviews
stardew-valley,9,"I played animal corssing growing up, and this adds so much more to it but keeps a bit of nostalgia. It's inovative because there is so much to discover and so much to do with the addictivness level of the ""one more turn"" idea from Civ 5. The music is great and the graphics while basic, get the job done. It's easy to mod, and as soon as they add multiplayer it should be even more fun. The reason I'm taking points off is at some times it can feel a tiny bit grindy, but other than that I highly recommend it.",user-reviews
stardew-valley,10,"All I can say is WOW! The level of detail put into this game is mind blowing. It already has me and my husband addicted and I'm incredibly impressed at how much fun this game is! I Am a huge Harvest Moon fan and the two are definitely similar. However, you can tell that there was so much more heart and soul put into this game than that of Harvest Moon. For those of you that don't like the fishing...I felt that way at first but I gradually got the hang of it and found it to be quite fun. Awesome job ConcernedApe. This is quite an accomplishment!",user-reviews
stardew-valley,10,"This game has something no AAA title has been able to deliver in years... Charm. It's just dripping, oozing and overflowing with it. This is a game with so much character and truly dedicated attention to detail, I wish I could give it a hug, and tell it how special it is. It's an ode to that marvelous old farming game which sings with a delightful glee that reminds you so much of why you pine for the founding era of game design. A one-man developer has produced what feels like it could have been done with an army of artists and designers. Bravo, ConcernedApe.",user-reviews
stardew-valley,10,"Amazing game, way better than Harvest Moon. It has great content and gameplay. The grind isnt too bad, the game has lots of items and events to keep your character busy throughout the seasons. 10/10. Natsume should hire this guy!",user-reviews
stardew-valley,9,"Having never played Harvest Moon or Animal Crossing, this primarily reminded me of Chocobo's Dungeon 2, with a greatly expanded out-of-dungeon playset - which is fantastic. This game's **** me in for three days straight, which hasn't happened to me in years. Things are subtle and deep - not overplayed and always obvious (stay away from the Wikia except maybe to look up where fish are, btw!). It does require a pretty insane amount of time (luckily[?!], I just burned off most of my right hand so am out of work for a couple weeks) - so this might not be for someone who doesn't have time for anything but bite-sized chunks (you can't save at will, unfortunately, unless you go to sleep early). I'm having trouble praising it because I instinctively want to balance it but don't have many bad things to say about it. The run speed is dreadfully slow, but there are plenty of ways around it (I went with ""**** Injector"" and set runspeed to 2). There're also two games here -- there's stuff that doesn't work (grinding; watching the TV every morning for recipes, chopping TONS of wood, gifting [this should probably be redone from scratch...], farming), and stuff that carries the game to a 8-10 rating (surprise unlocks and lots of RNG tables, cool stuff to craft to make your already-cool unlocks become even better items, way more content than I think anyone would anticipate even after playing a full 10+ hours). I struggle to make cheese in real life - and love the stuff, so when I first got to milk a cow and saw cheese in the community center bundle, I knew all my milk was going in the fridge until I unlocked something to transform to cheese, and I really can't explain why it was so thrilling to finally make my first batch, but it was, so great on ConcernedApe for getting me giddy as a schoolgirl about making virtual cheese. -And now I save my cheese because I know one day, I'll unlock some awesome recipe and I'll be using cheese power to blast through the crystal mines down to level 50+ without breaking a sweat. It's such an enjoyable time investment that even as someone who looks down on losers who invest boatloads of time for a string of data in a program, I get **** right in to the same thing, and I don't even feel dirty about it. -So congratulations on discovering this game. Go out and buy it, now!",user-reviews
stardew-valley,10,"TL:DR - Buy the game. Now. Seriously. No... just do it. The best $15 you will ever spend. I loved Harvest Moon as a young teen, and when I saw this on GOG, I nearly fell out of my chair. Then I fired up the game... it was a lot more than Harvest Moon. It was amazing. Lots of depth, plenty of things to do, lots of secrets, and plenty of surprises hit me dead in the face.",user-reviews
stardew-valley,6,"I bought and spent most of my time playing **** Valley this weekend. I wish STEAM had a better system then simply to recommend it or not, because a lot of times, that isn't the best or easiest answer. **** Valley is a 'Harvest Moon' inspired farming/realtionship simulator with a dash of dungeon crawling and crafting thrown in. The graphics are appealing and the music is well done. Unfortunately if you are already familiar with this kind of game play and mechanics, **** Valley really isn't all that creative, unique or innovative. The biggest problem with this game is, there has been many, many games, like this before it, that has done a significantly better job at what **** Valley is trying to achive. It's a farming simulator, but anyone aware of Harvest Moon can tell you it does a better job. It's a dungeon crawler, but only in the lightest of senses. And even then, Rune Factory not only did it better, but offered a huge selection of spells, skills, abilities, weapons, varying dungeons and even bosses. It's a crafting game, but the fact is, it offers much less then more traditional crafting games such as MineCraft or Terraria. It suffers from classic issues such as vague quests, plots and more. It can be a massive grind at times and can end up being incredibly tedious, to the point some people may become frustrated. And while multiplayer was initially announced, it's been pushed back for a later date (if we ever see it). Is it just me or is that completely disappointing? The one thing it could have done to really set itself apart from it's predecessors and it doesn't do it. And now that the game has been fully released, how can we expect to see that feature? 'Don't Starve' had to do a completely separate release to account for multiplayer aspects. What it boils down is, **** Valley isn't a bad game. I enjoyed the time I spent so far with the game, but, it doesn't really do anything new or innovative for a genre that has been around since the 90's. **** Valley is really very mediocre. Hopefully, in time, with a few updates pushed out, they'll prove me wrong.",user-reviews
stardew-valley,2,"I don't get it. It has graphics from the 1980s (which isn't cute, it's just **** It involves a large amount of formulaic grinding to water plants, mine bits of rock and collect other random crap (much like what I imagine farmville is like).",user-reviews
stardew-valley,9,"**** valley is (soon to be) multiplayer Harvest Moon on the PC with mods and stuff. If that doesn't draw you in... **** Valley is a farm/country life simulation. But don't think Farming Sim 20XX. **** Valley focuses more on the people than the crops, creating a laid back atmosphere for you to enjoy as you explore the surrounding area, adventure in the depths of the mine, or try to choose from among the different dating opportunities in town.",user-reviews
stardew-valley,10,"Civ5-level addiction. Simple gameplay with a refreshing amount of content. I was amazed at the amount of things I could do. If you want a casual game just to kick back and relax, this game is for you.",user-reviews
stardew-valley,9,"The best game of 2016 thus far for me. Rarely does an indie game pack so much polish and content into a finished product and nail the mechanics so hard that it's almost impossible to put down. As others have said, if you're an existing Harvest Moon/Animal Crossing fan, you've found your new home with this game on the PC - but if you're a fan of well made RPG/management sims in general, you're going to absolutely adore this as well.",user-reviews
stardew-valley,10,"Awesome pixel harvester and after work-""escaper"". Build your farm, explore caves, level your skills and craft your equipment. Luv it from the beginning and will spend many hours creating my own pixel fake life!",user-reviews
stardew-valley,10,"In recent years, the Harvest Moon series has died down some over the course of several new games, where the next one does not really add anything new to the last. Until now, the only alternative to the series has mostly been Rune Factory, which is also a very good series. This game, however takes the good from both series and breathes new life into the formula. It has many elements that any player of either series would be more than familiar with: farming crops, raising livestock, fishing, and mining. And everything is timed with the daily clock and monthly calendar dates, with special events happening every so often. These categories work the same way as their inspirations for the most part, however there are some key differences. A big over-arching change is that your farmland is almost completely customizable. Other than your house, there is nothing that is pre-placed, and your land area is gigantic. This allows for a fully customized farm that is unique to you. Fishing has a minigame instead of automatically catching whatever you hook; at first, the minigame is extremely difficult, but it does not take long to get used to. Farming also comes with conveniences that never existed before, such as upgradable sprinklers that water tiles of your crops for you (the amount depends on the level of sprinkler) as well as several kinds of fertilizers that have different effects on your crop. Raising animals is mostly the same, however the range of animals that you can care for is vast, including chickens, ducks, goats, pigs, and cows. All of these areas of the game work well, and as one would expect, with there being plenty of variety in all three. Any of these elements can be completely ignored if desired and the player can still make a profit. There is no rush to get to anything at a certain time (for the most part) and the game can be played at your own pace. Mining can be best described as a combination of Rune Factory's combat and Harvest Moon's cave systems. Each floor has a ladder that needs to be found to move on to the next floor, with there being better ore, minerals, gems, etc to mine the deeper you go. Inside the mine are various monsters that can be killed, sometimes even required to kill. The combat is simple, where LMB swings your melee weapon, holding LMB charges up a slingshot, and RMB does various special actions depending on the weapon. However, the simplicity works for the game, as you are always on the clock, and if it were too complex there'd be too much time spent fighting. There is something special at the very bottom of the mine, giving even more reason to explore it. Of course, a Harvest Moon inspired game would not be complete without interactions with the townsfolk. The system is the same as it is in Harvest Moon, where you can talk with villagers and give them gifts to get them to like you more. Unlike Harvest Moon, you can only give two gifts per week, meaning the progression of affection is a lot slower unless you complete quests or special interactions with each villager. So long as you give the right gifts and complete the special tasks, it still will not take too long before your chosen bachelor or bachelorette can be married. Despite everything the game does right, there are some issues with it. The running speed is atrociously slow, especially with diagonal movement. You do eventually unlock a horse, but the horse only speeds up diagonal movement; the vertical and horizontal run speeds remain the same. In addition, the bachelors and bachelorettes vary from each other with personality, however they are fairly two dimensional with their personalities. The developer also apparently had a stroke at one point because if you look at the progression of their appearances, there is a point where they gradually become worse and more same-faced, losing some uniqueness to them. There is also a very unfitting anti-corporation message in the game that could have been left out. The overall graphics style is up to personal preference, but I personally like it and think it does a good job creating the comfy atmosphere these games are known for. Lastly, the game is capable of being fully modified due to how simple the engine is made. Every pixel can be changed, and mod tools are in the process of being created to add extra content. There is already a mod that changes the appearances of the bachelorettes to an earlier time, as a result of many individuals wanting them altered. So who knows what the developer and modders will add to the game in the future. In conclusion, this game has just as much if not more content than any of the more modern Harvest Moon games yet is half the price. There are some aspects that I did not even mention such as the sewer dungeon and what is basically the Harvest Sprite tasks because I am 18 hours in and still haven't finished either of those things, nor have I seen everything the game has to offer yet. I highly recommend it.",user-reviews
stardew-valley,10,"Charming, Nostalgic and good soundtrack too. Fans of Harvest moon/animal crossing should feel right at home with this title, Newcomers will also love to experience a decent HM similar on PC",user-reviews
stardew-valley,10,A Masterpiece. Thanks ConcernedApe for your years of hard work! Its been a long time but your community loves the game. Congratulations! Just one minor point: Fix the Fishing please! :-),user-reviews
